last_changed,aqi_sciosense,eco2,humidity,sound,temperature,tvoc,fteg,radar_sensor,occupancy
2024-12-13T17:44:21,170,1243,31.38,487.5455556,24.59,1411,168.69,3,2
2024-12-13T17:44:22,170,1243,31.4,375.694,24.61,1411,168.69,3,2
2024-12-13T17:44:23,173,1248,31.4,582.9318182,24.61,1426,167.69,3,2
2024-12-13T17:44:24,173,1248,31.38,677.125,24.59,1426,167.57,3,2
2024-12-13T17:44:25,172,1247,31.38,584.6516667,24.59,1423,161.89,3,2
2024-12-13T17:44:26,172,1247,31.37,769.395,24.58,1423,154.71,3,2
2024-12-13T17:44:27,174,1252,31.37,476.345,24.58,1439,148.84,0,2
2024-12-13T17:44:28,174,1252,31.37,767.68375,24.58,1439,145.72,3,2
2024-12-13T17:44:29,173,1251,31.38,577.6784615,24.59,1436,137.36,3,2
2024-12-13T17:44:30,173,1251,31.38,510.754,24.59,1436,133.8,3,2
2024-12-13T17:44:31,173,1251,31.35,538.585,24.58,1436,129.56,3,2
2024-12-13T17:44:32,170,1243,31.35,586.8127273,24.58,1411,126.63,3,2
2024-12-13T17:44:33,170,1243,31.4,763.875,24.61,1411,124.32,3,2
2024-12-13T17:44:34,171,1243,31.4,527.678,24.61,1411,123.44,3,2
2024-12-13T17:44:35,171,1243,31.38,642.273,24.59,1411,129,3,2
2024-12-13T17:44:36,172,1246,31.38,550.10125,24.59,1420,129,3,2
2024-12-13T17:44:37,172,1246,31.39,715.3854545,24.58,1420,130.28,3,2
2024-12-13T17:44:38,176,1256,31.39,589.727,24.58,1451,124.32,0,2
2024-12-13T17:44:39,176,1256,31.39,602.623,24.58,1451,124.32,3,2
2024-12-13T17:44:40,168,1238,31.39,491.9775,24.58,1396,121.63,3,2
2024-12-13T17:44:41,168,1238,31.41,550.887,24.59,1396,119.89,0,2
2024-12-13T17:44:42,170,1240,31.41,823.3216667,24.59,1402,110.09,3,2
2024-12-13T17:44:43,170,1240,31.39,546.5181818,24.58,1402,108.09,3,2
2024-12-13T17:44:44,172,1244,31.39,662.2841667,24.58,1414,116.27,3,2
2024-12-13T17:44:45,172,1244,31.39,604.89875,24.58,1414,118.51,3,2
2024-12-13T17:44:46,172,1244,31.39,546.675,24.59,1414,126.25,3,2
2024-12-13T17:44:47,169,1237,31.39,608.6454545,24.59,1393,134.55,3,2
2024-12-13T17:44:48,169,1237,31.37,433.2071429,24.58,1393,145.1,3,2
2024-12-13T17:44:49,173,1246,31.37,527.9836364,24.58,1420,144.73,0,2
2024-12-13T17:44:50,173,1246,31.43,658.9745455,24.56,1420,154.65,3,2
2024-12-13T17:44:51,179,1265,31.43,703.033,24.56,1479,151.9,3,2
2024-12-13T17:44:52,179,1265,31.43,509.71,24.56,1479,151.9,3,2
2024-12-13T17:44:53,176,1260,31.41,608.726875,24.58,1463,152.28,3,2
2024-12-13T17:44:54,176,1260,31.37,368.74,24.56,1463,150.87,3,3
2024-12-13T17:44:55,178,1266,31.37,789.502,24.56,1482,150.87,3,3
2024-12-13T17:44:56,178,1266,31.41,527.677,24.58,1482,146.79,0,3
2024-12-13T17:44:57,172,1253,31.41,613.9983333,24.58,1442,149.72,4,3
2024-12-13T17:44:58,172,1253,31.41,395.275,24.58,1442,146.54,4,3
2024-12-13T17:44:59,172,1253,31.41,571.597,24.58,1442,148.22,4,3
2024-12-13T17:45:00,173,1253,31.41,597.546,24.58,1442,140.73,4,3
2024-12-13T17:45:01,173,1253,31.39,781.765,24.58,1442,131.25,4,3
2024-12-13T17:45:02,175,1257,31.39,472.073,24.58,1454,119.2,4,3
2024-12-13T17:45:03,175,1257,31.31,736.637,24.58,1454,109.09,0,3
2024-12-13T17:45:04,174,1255,31.31,516.315,24.58,1448,95.86,4,3
2024-12-13T17:45:05,174,1255,31.29,646.0072727,24.59,1448,91.55,4,3
2024-12-13T17:45:06,168,1242,31.29,429.927,24.59,1408,89.81,0,3
2024-12-13T17:45:07,168,1242,31.25,563.4316667,24.59,1408,89.81,4,3
2024-12-13T17:45:08,163,1226,31.25,627.3315385,24.59,1359,93.645,4,3
2024-12-13T17:45:09,163,1226,31.25,600.7336364,24.59,1359,89.31,0,3
2024-12-13T17:45:10,164,1223,31.25,625.589,24.59,1350,89.31,4,3
2024-12-13T17:45:11,164,1223,31.21,621.0885714,24.58,1350,88.68,4,3
2024-12-13T17:45:12,170,1236,31.21,604.1933333,24.58,1390,94.3,4,3
2024-12-13T17:45:13,170,1236,31.21,817.948,24.58,1390,97.3,4,3
2024-12-13T17:45:14,167,1230,31.25,606.4678571,24.58,1371,98.17,4,3
2024-12-13T17:45:15,167,1230,31.25,564.1042857,24.58,1371,103.72,4,3
2024-12-13T17:45:16,168,1232,31.25,595.4164286,24.58,1377,110.59,4,3
2024-12-13T17:45:17,168,1232,31.25,626.5,24.58,1377,110.78,4,3
2024-12-13T17:45:18,168,1232,31.25,676.1841667,24.55,1377,107.53,4,3
2024-12-13T17:45:19,172,1244,31.25,418.5871429,24.55,1414,103.54,4,3
2024-12-13T17:45:20,172,1244,31.27,756.5563636,24.58,1414,99.85,4,3
2024-12-13T17:45:21,170,1240,31.27,542.0755556,24.58,1402,99.11,3,3
2024-12-13T17:45:22,170,1240,31.32,702.066,24.61,1402,96.48,3,3
2024-12-13T17:45:23,166,1230,31.32,565.3490909,24.61,1371,90.06,3,3
2024-12-13T17:45:24,166,1230,31.31,645.0466667,24.58,1371,90.06,4,3
2024-12-13T17:45:25,166,1228,31.31,492.07875,24.58,1365,85.06,4,3
2024-12-13T17:45:26,166,1228,31.29,617.2208333,24.58,1365,80.38,4,3
2024-12-13T17:45:27,168,1233,31.29,727.39,24.58,1380,74.39,4,3
2024-12-13T17:45:28,168,1233,31.25,545.4218182,24.58,1380,70.65,0,3
2024-12-13T17:45:29,168,1233,31.25,589.89,24.58,1380,67.09,3,3
2024-12-13T17:45:30,170,1238,31.25,555.9091667,24.58,1396,61.6,3,3
2024-12-13T17:45:31,170,1238,31.31,771.449,24.55,1396,58.85,3,3
2024-12-13T17:45:32,170,1238,31.31,446.74875,24.55,1396,57.42,3,3
2024-12-13T17:45:33,170,1238,31.29,410.0584615,24.58,1396,55.36,3,3
2024-12-13T17:45:34,168,1236,31.29,650.088,24.58,1390,55.67,3,3
2024-12-13T17:45:35,168,1236,31.29,516.555,24.58,1390,55.67,3,3
2024-12-13T17:45:36,167,1232,31.29,730.1091667,24.58,1377,54.86,3,3
2024-12-13T17:45:37,167,1232,31.33,611.0157143,24.56,1377,52.77,3,3
2024-12-13T17:45:38,169,1237,31.33,725.032,24.56,1393,49.43,3,3
2024-12-13T17:45:39,169,1237,31.33,592.1288889,24.58,1393,45.31,3,3
2024-12-13T17:45:40,168,1234,31.33,735.348,24.58,1383,45.31,3,3
2024-12-13T17:45:41,168,1234,31.33,706.53875,24.58,1383,44.75,0,3
2024-12-13T17:45:42,164,1224,31.33,477.553,24.58,1353,41.06,4,3
2024-12-13T17:45:43,164,1224,31.31,443.1558333,24.56,1353,37.26,4,3
2024-12-13T17:45:44,164,1224,31.31,668.0577778,24.56,1353,39.88,4,3
2024-12-13T17:45:45,164,1221,31.31,498.023,24.56,1344,41.25,0,3
2024-12-13T17:45:46,164,1221,31.29,704.402,24.58,1344,42.13,4,3
2024-12-13T17:45:47,169,1232,31.29,570.227,24.58,1377,42.31,4,3
2024-12-13T17:45:48,169,1232,31.33,761.135,24.55,1377,43.25,4,3
2024-12-13T17:45:49,169,1232,31.33,585.779,24.55,1377,48.68,4,3
2024-12-13T17:45:50,169,1232,31.33,664.7753846,24.56,1377,52.86,4,3
2024-12-13T17:45:51,160,1211,31.33,556.9642857,24.56,1313,51.86,0,4
2024-12-13T17:45:52,160,1211,31.35,592.375,24.58,1313,57.23,4,4
2024-12-13T17:45:53,161,1211,31.35,595.12875,24.58,1313,55.04,4,4
2024-12-13T17:45:54,161,1211,31.33,623.81,24.59,1313,53.11,0,4
2024-12-13T17:45:55,162,1211,31.33,503.18,24.59,1313,52.11,4,4
2024-12-13T17:45:56,162,1211,31.33,718.2911111,24.58,1313,52.11,4,4
2024-12-13T17:45:57,164,1213,31.33,516.234,24.58,1319,53.67,4,4
2024-12-13T17:45:58,164,1213,31.33,765.7872727,24.58,1319,57.1,0,4
2024-12-13T17:45:59,164,1216,31.33,382.2690909,24.56,1328,63.16,4,4
2024-12-13T17:46:00,164,1216,31.33,657.7166667,24.56,1328,74.45,4,4
2024-12-13T17:46:01,164,1216,31.35,663.8836364,24.56,1328,80.26,4,4
2024-12-13T17:46:02,165,1216,31.35,569.3985714,24.56,1328,86.31,4,4
2024-12-13T17:46:03,165,1216,31.37,650.6178571,24.58,1328,77.64,4,4
2024-12-13T17:46:04,169,1228,31.37,530.338,24.58,1365,71.21,4,4
2024-12-13T17:46:05,169,1228,31.37,736.639,24.56,1365,73.33,4,4
2024-12-13T17:46:06,168,1230,31.37,482.1245455,24.56,1371,74.39,0,4
2024-12-13T17:46:07,168,1230,31.37,769.5966667,24.56,1371,74.39,3,4
2024-12-13T17:46:08,168,1232,31.35,650.733125,24.55,1377,25.245,3,4
2024-12-13T17:46:09,168,1232,31.33,360.1472727,24.58,1377,16.41,3,4
2024-12-13T17:46:10,172,1244,31.33,581.75,24.58,1414,31.14,3,4
2024-12-13T17:46:11,172,1244,31.33,698.8133333,24.58,1414,31.14,3,4
2024-12-13T17:46:12,172,1244,31.37,692.798,24.58,1414,42.13,3,4
2024-12-13T17:46:13,171,1244,31.31,683.81,24.59,1414,58.66,0,4
2024-12-13T17:46:14,164,1228,31.31,454.102,24.59,1365,59.16,3,4
2024-12-13T17:46:15,164,1228,31.31,592.147,24.59,1365,67.53,3,4
2024-12-13T17:46:16,164,1228,31.33,695.378,24.56,1365,69.65,0,4
2024-12-13T17:46:17,165,1227,31.33,505.679,24.56,1362,64.97,3,4
2024-12-13T17:46:18,165,1227,31.33,567.325,24.58,1362,64.97,3,4
2024-12-13T17:46:19,162,1218,31.33,683.82375,24.58,1334,54.515,3,4
2024-12-13T17:46:20,162,1218,31.29,743.5909091,24.56,1334,42.38,4,4
2024-12-13T17:46:21,166,1227,31.29,541.6827273,24.56,1362,37.57,4,4
2024-12-13T17:46:22,166,1227,31.33,746.952,24.58,1362,27.09,4,4
2024-12-13T17:46:23,165,1224,31.33,559.912,24.58,1353,11.92,3,4
2024-12-13T17:46:24,165,1224,31.33,582.19,24.56,1353,9.86,3,4
2024-12-13T17:46:25,162,1214,31.33,589.9645455,24.56,1322,10.55,3,4
2024-12-13T17:46:26,162,1214,31.35,440.27,24.55,1322,12.73,0,4
2024-12-13T17:46:27,163,1216,31.35,509.8075,24.55,1328,18.16,4,4
2024-12-13T17:46:28,163,1216,31.35,706.0809091,24.55,1328,18.16,4,4
2024-12-13T17:46:29,163,1216,31.31,635.4225,24.55,1328,18.35,4,4
2024-12-13T17:46:30,157,1199,31.31,701.0988889,24.55,1276,17.29,0,4
2024-12-13T17:46:31,157,1199,31.39,691.7369231,24.55,1276,20.1,4,4
2024-12-13T17:46:32,158,1199,31.39,509.868,24.55,1276,24.65,4,4
2024-12-13T17:46:33,158,1199,31.35,617.02,24.58,1276,28.15,4,4
2024-12-13T17:46:34,163,1211,31.35,668.7983333,24.58,1313,29.83,4,4
2024-12-13T17:46:35,163,1211,31.35,559.2008333,24.56,1313,26.15,4,4
2024-12-13T17:46:36,162,1210,31.35,427.2844444,24.56,1310,28.02,4,4
2024-12-13T17:46:37,162,1210,31.33,729.8408333,24.56,1310,34.57,4,4
2024-12-13T17:46:38,164,1216,31.33,592.2075,24.56,1328,37.13,4,4
2024-12-13T17:46:39,164,1216,31.33,548.255,24.56,1328,37.13,4,4
2024-12-13T17:46:40,163,1215,31.33,526.8469231,24.58,1325,37.975,4,4
2024-12-13T17:46:41,163,1215,31.33,622.206,24.55,1325,37.975,4,4
2024-12-13T17:46:42,163,1216,31.33,686.27,24.55,1328,37.45,4,4
2024-12-13T17:46:43,163,1216,31.33,530.5255556,24.55,1328,30.58,4,4
2024-12-13T17:46:44,163,1216,31.35,598.673,24.58,1328,25.28,4,4
2024-12-13T17:46:45,163,1215,31.35,470.2771429,24.58,1325,21.78,4,4
2024-12-13T17:46:46,163,1215,31.39,627.3930769,24.56,1325,15.98,4,4
2024-12-13T17:46:47,165,1219,31.39,584.4785714,24.56,1337,10.48,4,4
2024-12-13T17:46:48,165,1219,31.37,641.0938462,24.58,1337,10.61,0,4
2024-12-13T17:46:49,169,1230,31.37,632.198,24.58,1371,11.17,3,4
2024-12-13T17:46:50,169,1230,31.37,555.1033333,24.55,1371,10.86,3,4
2024-12-13T17:46:51,170,1236,31.37,736.3558333,24.55,1390,9.86,0,4
2024-12-13T17:46:52,170,1236,31.37,697.69,24.56,1390,13.42,3,4
2024-12-13T17:46:53,168,1233,31.37,479.2188889,24.56,1380,14.17,3,4
