last_changed,aqi_sciosense,eco2,humidity,sound,temperature,tvoc,fteg,radar_sensor,occupancy
2024-12-13T17:44:05,172,1241,31.38,682.4918182,24.59,1405,168.19,2,2
2024-12-13T17:44:06,175,1249,31.38,660.9833333,24.59,1429,173.06,2,2
2024-12-13T17:44:07,175,1249,31.38,505.756,24.59,1429,180.24,2,2
2024-12-13T17:44:08,173,1247,31.38,725.57625,24.59,1423,180.24,2,2
2024-12-13T17:44:09,173,1247,31.36,585.2736364,24.61,1423,184.36,0,2
2024-12-13T17:44:10,177,1256,31.36,713.1871429,24.61,1451,180.24,2,2
2024-12-13T17:44:11,177,1256,31.36,577.6,24.61,1451,184.04,2,2
2024-12-13T17:44:12,174,1252,31.36,525.018,24.61,1439,184.73,0,2
2024-12-13T17:44:13,174,1252,31.38,767.0327273,24.59,1439,188.85,3,2
2024-12-13T17:44:14,177,1259,31.38,625.671,24.59,1460,198.15,3,2
2024-12-13T17:44:15,177,1259,31.38,679.1375,24.59,1460,191.03,3,2
2024-12-13T17:44:16,179,1265,31.33,632.16,24.59,1479,185.04,3,2
2024-12-13T17:44:17,179,1265,31.33,356.9944444,24.59,1479,183.42,3,2
2024-12-13T17:44:18,179,1265,31.37,694.2044444,24.58,1479,180.11,3,2
2024-12-13T17:44:19,173,1253,31.37,499.6327273,24.58,1442,173.37,3,2
2024-12-13T17:44:20,173,1253,31.38,529.209,24.59,1442,174.25,3,2
