entity_id,state,last_changed
sensor.fteg,349.86,2024-12-13T17:47:48.261Z
sensor.fteg,302.50,2024-12-13T17:47:49.312Z
sensor.fteg,265.74,2024-12-13T17:47:50.444Z
sensor.fteg,235.09,2024-12-13T17:47:51.281Z
sensor.fteg,204.58,2024-12-13T17:47:52.358Z
sensor.fteg,183.42,2024-12-13T17:47:54.147Z
sensor.fteg,151.09,2024-12-13T17:47:54.592Z
sensor.fteg,120.32,2024-12-13T17:47:56.034Z
sensor.fteg,82.01,2024-12-13T17:47:56.637Z
sensor.fteg,53.80,2024-12-13T17:47:57.872Z
sensor.fteg,24.40,2024-12-13T17:47:58.798Z
sensor.fteg,9.92,2024-12-13T17:48:00.146Z
sensor.fteg,26.21,2024-12-13T17:48:01.027Z
sensor.fteg,41.94,2024-12-13T17:48:01.995Z
sensor.fteg,55.42,2024-12-13T17:48:03.090Z
sensor.fteg,67.78,2024-12-13T17:48:04.472Z
sensor.fteg,71.58,2024-12-13T17:48:05.436Z
sensor.fteg,77.89,2024-12-13T17:48:06.480Z
sensor.fteg,83.50,2024-12-13T17:48:07.729Z
sensor.fteg,82.69,2024-12-13T17:48:08.532Z
sensor.fteg,80.01,2024-12-13T17:48:09.589Z
sensor.fteg,80.57,2024-12-13T17:48:10.512Z
sensor.fteg,85.31,2024-12-13T17:48:12.104Z
sensor.fteg,86.94,2024-12-13T17:48:12.831Z
sensor.fteg,80.82,2024-12-13T17:48:13.898Z
sensor.fteg,64.53,2024-12-13T17:48:14.886Z
sensor.fteg,61.54,2024-12-13T17:48:15.967Z
sensor.fteg,54.11,2024-12-13T17:48:16.915Z
sensor.fteg,50.43,2024-12-13T17:48:18.160Z
sensor.fteg,45.62,2024-12-13T17:48:19.078Z
sensor.fteg,35.51,2024-12-13T17:48:20.646Z
sensor.fteg,29.77,2024-12-13T17:48:21.229Z
sensor.fteg,24.71,2024-12-13T17:48:22.277Z
sensor.fteg,20.35,2024-12-13T17:48:23.706Z
sensor.fteg,20.97,2024-12-13T17:48:24.493Z
sensor.fteg,15.73,2024-12-13T17:48:25.478Z
sensor.fteg,22.22,2024-12-13T17:48:26.869Z
sensor.fteg,29.39,2024-12-13T17:48:27.790Z
sensor.fteg,36.82,2024-12-13T17:48:28.826Z
sensor.fteg,44.62,2024-12-13T17:48:29.849Z
