last_changed,sensor.device_f0f5bd06f5a0_aqi_sciosense,sensor.device_f0f5bd06f5a0_eco2,sensor.device_f0f5bd06f5a0_humidity,sensor.device_f0f5bd06f5a0_sound,sensor.device_f0f5bd06f5a0_temperature,sensor.device_f0f5bd06f5a0_tvoc,sensor.fteg,sensor.radar_sensor
2024-12-13T17:48:36,157.0,1201.0,31.29,645.0545454545455,24.55,1282.0,70.71,6.0
2024-12-13T17:48:37,157.0,1201.0,31.27,643.58125,24.52,1282.0,64.28,6.0
2024-12-13T17:48:38,154.0,1188.0,31.27,562.733,24.52,1242.0,61.66,6.0
2024-12-13T17:48:39,154.0,1188.0,31.31,608.0237500000001,24.53,1242.0,66.09,6.0
2024-12-13T17:48:40,159.0,1200.0,31.31,580.461,24.53,1279.0,73.21,6.0
2024-12-13T17:48:41,159.0,1200.0,31.31,713.5241666666666,24.55,1279.0,74.14,0.0
2024-12-13T17:48:42,161.0,1207.0,31.31,557.494,24.55,1301.0,70.52,7.0
2024-12-13T17:48:43,161.0,1207.0,31.31,640.7916666666666,24.55,1301.0,70.52,7.0
2024-12-13T17:48:44,161.0,1207.0,31.35,658.9241666666667,24.55,1301.0,72.27,7.0
2024-12-13T17:48:45,159.0,1204.0,31.35,620.6911111111111,24.55,1291.0,88.87,7.0
2024-12-13T17:48:46,159.0,1204.0,31.31,723.6636363636363,24.55,1291.0,88.87,7.0
2024-12-13T17:48:47,161.0,1210.0,31.31,492.51416666666665,24.55,1310.0,96.86,7.0
2024-12-13T17:48:48,161.0,1210.0,31.29,495.8342857142857,24.55,1310.0,108.59,7.0
2024-12-13T17:48:49,159.0,1204.0,31.29,639.9784615384615,24.55,1291.0,113.27,7.0
2024-12-13T17:48:50,159.0,1204.0,31.31,524.2125,24.52,1291.0,114.89,6.0
2024-12-13T17:48:51,155.0,1195.0,31.31,652.6808333333333,24.52,1264.0,116.95,6.0
2024-12-13T17:48:52,155.0,1195.0,31.29,593.4585714285714,24.53,1264.0,122.7,6.0
2024-12-13T17:48:53,159.0,1204.0,31.29,668.5409999999999,24.53,1291.0,118.76,6.0
2024-12-13T17:48:54,159.0,1204.0,31.33,723.825,24.55,1291.0,125.88,0.0
2024-12-13T17:48:55,157.0,1199.0,31.33,480.3822222222222,24.55,1276.0,131.25,6.0
2024-12-13T17:48:56,157.0,1199.0,31.33,593.3336363636364,24.53,1276.0,124.19,6.0
2024-12-13T17:48:57,159.0,1203.0,31.33,513.6999999999999,24.53,1288.0,121.2,6.0
2024-12-13T17:48:58,159.0,1203.0,31.33,659.7728571428571,24.53,1288.0,115.33,6.0
2024-12-13T17:48:59,159.0,1203.0,31.35,598.0954545454546,24.52,1288.0,102.72,6.0
2024-12-13T17:49:00,158.0,1202.0,31.35,519.7072727272727,24.52,1285.0,89.37,6.0
2024-12-13T17:49:01,158.0,1202.0,31.33,741.8975,24.52,1285.0,89.37,6.0
2024-12-13T17:49:02,152.0,1183.0,31.33,527.9872727272727,24.52,1227.0,79.13499999999999,6.0
2024-12-13T17:49:03,152.0,1183.0,31.31,646.50375,24.53,1227.0,79.13499999999999,6.0
2024-12-13T17:49:04,154.0,1186.0,31.31,536.3444444444444,24.53,1236.0,64.16,6.0
2024-12-13T17:49:05,154.0,1186.0,31.35,500.03625,24.52,1236.0,55.42,6.0
2024-12-13T17:49:06,159.0,1200.0,31.35,646.1271428571429,24.52,1279.0,48.68,5.0
2024-12-13T17:49:07,159.0,1200.0,31.35,600.0966666666667,24.52,1279.0,41.44,5.0
2024-12-13T17:49:08,156.0,1191.0,31.37,622.2978571428572,24.53,1251.0,42.94,5.0
2024-12-13T17:49:09,156.0,1191.0,31.31,643.721,24.53,1251.0,37.63,0.0
2024-12-13T17:49:10,155.0,1187.0,31.31,471.8885714285715,24.53,1239.0,37.76,5.0
2024-12-13T17:49:11,155.0,1187.0,31.31,636.45,24.53,1239.0,39.82,5.0
2024-12-13T17:49:12,155.0,1187.0,31.31,651.62,24.53,1239.0,45.56,0.0
2024-12-13T17:49:13,153.0,1181.0,31.31,505.64090909090913,24.53,1221.0,49.05,5.0
2024-12-13T17:49:14,153.0,1181.0,31.33,464.80222222222227,24.53,1221.0,49.05,0.0
2024-12-13T17:49:15,160.0,1202.0,31.33,639.4055555555556,24.53,1285.0,45.9,5.0
2024-12-13T17:49:16,160.0,1202.0,31.35,611.8771428571429,24.53,1285.0,45.9,5.0
2024-12-13T17:49:17,160.0,1204.0,31.35,523.5228571428571,24.53,1291.0,42.345,5.0
2024-12-13T17:49:18,160.0,1204.0,31.33,698.37875,24.55,1291.0,49.68,5.0
2024-12-13T17:49:19,162.0,1212.0,31.33,559.77125,24.55,1316.0,49.68,5.0
2024-12-13T17:49:20,162.0,1212.0,31.35,614.8733333333333,24.52,1316.0,49.12,5.0
2024-12-13T17:49:21,160.0,1208.0,31.35,529.2090000000001,24.52,1304.0,50.18,5.0
2024-12-13T17:49:22,160.0,1208.0,31.35,724.6033333333334,24.52,1304.0,50.18,0.0
2024-12-13T17:49:23,159.0,1205.0,31.33,545.4066666666666,24.53,1294.0,57.48,4.0
2024-12-13T17:49:24,159.0,1205.0,31.33,591.986,24.53,1294.0,73.39,4.0
2024-12-13T17:49:25,153.0,1205.0,31.33,763.4183333333334,24.53,1245.0,82.01,0.0
2024-12-13T17:49:26,153.0,1189.0,31.33,611.14625,24.53,1245.0,86.0,4.0
2024-12-13T17:49:27,151.0,1189.0,31.32,716.5346153846154,24.5,1218.0,87.12,4.0
2024-12-13T17:49:28,151.0,1180.0,31.32,478.6,24.5,1218.0,96.86,4.0
2024-12-13T17:49:29,151.0,1180.0,31.31,781.4557142857142,24.53,1218.0,96.86,4.0
2024-12-13T17:49:30,152.0,1179.0,31.31,646.9823076923077,24.53,1215.0,115.89500000000001,4.0
2024-12-13T17:49:31,152.0,1179.0,31.33,483.44272727272727,24.52,1215.0,131.37,0.0
2024-12-13T17:49:32,156.0,1189.0,31.33,768.2555555555556,24.52,1245.0,124.57,4.0
2024-12-13T17:49:33,156.0,1189.0,31.33,737.8018181818181,24.55,1245.0,116.95,4.0
2024-12-13T17:49:34,158.0,1195.0,31.33,537.75,24.55,1264.0,110.34,4.0
2024-12-13T17:49:35,158.0,1195.0,31.35,471.6966666666667,24.52,1264.0,110.34,4.0
2024-12-13T17:49:36,162.0,1207.0,31.35,418.51,24.52,1301.0,106.66,4.0
2024-12-13T17:49:37,162.0,1207.0,31.33,714.8779999999999,24.52,1301.0,103.54,0.0
2024-12-13T17:49:38,163.0,1215.0,31.33,545.2675,24.52,1325.0,108.47,5.0
2024-12-13T17:49:39,163.0,1215.0,31.35,602.5976923076922,24.53,1325.0,109.65,5.0
2024-12-13T17:49:40,163.0,1215.0,31.35,545.6842857142857,24.53,1325.0,111.34,4.0
2024-12-13T17:49:41,163.0,1216.0,31.35,445.03625,24.53,1328.0,119.45,4.0
2024-12-13T17:49:42,160.0,1208.0,31.35,673.5386666666667,24.53,1304.0,127.88,4.0
2024-12-13T17:49:43,160.0,1208.0,31.35,610.1528571428571,24.53,1304.0,137.8,4.0
2024-12-13T17:49:44,160.0,1208.0,31.39,649.39,24.53,1304.0,138.92,4.0
2024-12-13T17:49:45,159.0,1206.0,31.39,536.2555555555556,24.53,1297.0,139.55,4.0
2024-12-13T17:49:46,159.0,1206.0,31.37,806.9355555555555,24.52,1297.0,145.41,0.0
2024-12-13T17:49:47,160.0,1209.0,31.37,577.070909090909,24.52,1307.0,145.41,4.0
2024-12-13T17:49:48,160.0,1209.0,31.37,659.8188888888889,24.53,1307.0,142.17,4.0
2024-12-13T17:49:49,163.0,1218.0,31.37,479.7809090909091,24.53,1334.0,144.66,0.0
2024-12-13T17:49:50,163.0,1218.0,31.4,656.775,24.5,1334.0,141.26,5.0
2024-12-13T17:49:51,164.0,1222.0,31.4,527.759,24.5,1347.0,141.26,5.0
2024-12-13T17:49:52,164.0,1222.0,31.35,735.508,24.53,1347.0,138.92,5.0
2024-12-13T17:49:53,160.0,1213.0,31.35,544.682,24.53,1319.0,139.73,5.0
2024-12-13T17:49:54,160.0,1213.0,31.37,711.4614285714287,24.52,1319.0,146.22,0.0
2024-12-13T17:49:55,159.0,1211.0,31.37,523.809,24.52,1313.0,155.52,5.0
2024-12-13T17:49:56,159.0,1211.0,31.39,637.356,24.55,1313.0,160.89,5.0
2024-12-13T17:49:57,159.0,1211.0,31.39,411.1042857142857,24.55,1313.0,165.7,5.0
2024-12-13T17:49:58,156.0,1201.0,31.39,683.7372727272727,24.55,1282.0,168.69,5.0
2024-12-13T17:49:59,156.0,1201.0,31.41,669.8725000000001,24.53,1282.0,175.74,5.0
2024-12-13T17:50:00,159.0,1207.0,31.41,754.48625,24.53,1301.0,180.49,5.0
2024-12-13T17:50:01,159.0,1207.0,31.39,592.0649999999999,24.53,1301.0,176.3,5.0
2024-12-13T17:50:02,159.0,1208.0,31.39,582.33375,24.53,1304.0,182.48,0.0
2024-12-13T17:50:03,159.0,1208.0,31.43,673.458,24.53,1304.0,182.48,5.0
2024-12-13T17:50:04,161.0,1210.0,31.43,532.1366666666667,24.53,1310.0,174.56,5.0
2024-12-13T17:50:05,161.0,1210.0,31.41,615.437,24.53,1310.0,173.68,5.0
2024-12-13T17:50:06,161.0,1212.0,31.41,433.63500000000005,24.53,1316.0,176.24,5.0
2024-12-13T17:50:07,161.0,1212.0,31.42,583.7111111111111,24.5,1316.0,174.0,5.0
2024-12-13T17:50:08,160.0,1209.0,31.42,657.1116666666667,24.5,1307.0,173.43,5.0
2024-12-13T17:50:09,160.0,1209.0,31.42,602.6685714285715,24.5,1307.0,176.43,0.0
2024-12-13T17:50:10,155.0,1196.0,31.37,555.0181818181818,24.53,1267.0,172.56,5.0
2024-12-13T17:50:11,155.0,1196.0,31.37,761.0771428571428,24.53,1267.0,169.88,5.0
2024-12-13T17:50:12,155.0,1196.0,31.37,549.01,24.5,1267.0,167.26,5.0
2024-12-13T17:50:13,157.0,1198.0,31.37,570.9525,24.5,1273.0,161.7,5.0
2024-12-13T17:50:14,157.0,1198.0,31.41,477.6457142857143,24.53,1273.0,161.95,5.0
2024-12-13T17:50:15,154.0,1191.0,31.41,552.8225,24.53,1251.0,156.27,5.0
2024-12-13T17:50:16,154.0,1191.0,31.41,558.783,24.53,1251.0,153.21,5.0
2024-12-13T17:50:17,156.0,1194.0,31.41,825.3619999999999,24.53,1261.0,153.21,5.0
2024-12-13T17:50:18,156.0,1194.0,31.41,608.625,24.53,1261.0,146.1,5.0
2024-12-13T17:50:19,155.0,1190.0,31.41,674.667,24.53,1248.0,140.11,5.0
2024-12-13T17:50:20,155.0,1190.0,31.43,624.99,24.52,1248.0,130.12,5.0
2024-12-13T17:50:21,154.0,1187.0,31.43,705.612,24.52,1239.0,118.61,5.0
2024-12-13T17:50:22,154.0,1187.0,31.43,646.48,24.52,1239.0,118.61,5.0
2024-12-13T17:50:23,154.0,1186.0,31.43,530.0084615384615,24.52,1236.0,113.33,0.0
2024-12-13T17:50:24,154.0,1186.0,31.42,586.8136363636363,24.5,1236.0,109.28,5.0
2024-12-13T17:50:25,154.0,1186.0,31.42,635.9385714285714,24.5,1236.0,104.22,5.0
2024-12-13T17:50:26,158.0,1196.0,31.42,659.3722222222223,24.5,1267.0,104.22,5.0
2024-12-13T17:50:27,158.0,1196.0,31.41,588.2099999999999,24.53,1267.0,104.22,5.0
2024-12-13T17:50:28,154.0,1185.0,31.41,729.8422222222222,24.53,1233.0,94.7025,5.0
2024-12-13T17:50:29,154.0,1185.0,31.41,627.4727272727273,24.53,1233.0,70.77,5.0
2024-12-13T17:50:30,156.0,1191.0,31.41,572.644,24.53,1251.0,69.4,5.0
2024-12-13T17:50:31,156.0,1191.0,31.41,445.2375,24.52,1251.0,69.4,5.0
2024-12-13T17:50:32,157.0,1194.0,31.41,611.6488235294119,24.52,1261.0,64.125,5.0
2024-12-13T17:50:33,157.0,1194.0,31.41,722.32,24.53,1261.0,64.125,5.0
2024-12-13T17:50:34,161.0,1205.0,31.41,577.1039999999999,24.53,1294.0,68.275,5.0
2024-12-13T17:50:35,161.0,1205.0,31.41,696.504,24.53,1294.0,68.275,0.0
2024-12-13T17:50:36,164.0,1215.0,31.41,628.409,24.53,1325.0,73.52,6.0
2024-12-13T17:50:37,164.0,1215.0,31.42,561.18125,24.5,1325.0,78.26,0.0
2024-12-13T17:50:38,164.0,1215.0,31.42,696.3983333333334,24.5,1325.0,89.74,6.0
2024-12-13T17:50:39,162.0,1213.0,31.42,650.9154545454545,24.5,1319.0,95.8,6.0
2024-12-13T17:50:40,162.0,1213.0,31.41,767.502,24.52,1319.0,110.15,0.0
2024-12-13T17:50:41,155.0,1195.0,31.41,523.6928571428572,24.52,1264.0,120.39,5.0
2024-12-13T17:50:42,157.0,1200.0,31.37,614.12,24.53,1279.0,126.69,5.0
2024-12-13T17:50:43,157.0,1200.0,31.37,642.2688888888889,24.53,1279.0,126.32,4.0
2024-12-13T17:50:44,157.0,1200.0,31.39,529.3357142857143,24.53,1279.0,124.44,4.0
2024-12-13T17:50:45,158.0,1202.0,31.39,645.2933333333334,24.53,1285.0,138.73,4.0
2024-12-13T17:50:46,158.0,1202.0,31.37,716.85,24.52,1285.0,153.46,4.0
2024-12-13T17:50:47,154.0,1192.0,31.37,580.8477777777778,24.52,1255.0,162.14,4.0
2024-12-13T17:50:48,154.0,1192.0,31.41,590.859,24.53,1255.0,178.99,4.0
2024-12-13T17:50:49,158.0,1202.0,31.41,648.7181818181817,24.53,1285.0,184.98,0.0
2024-12-13T17:50:50,158.0,1202.0,31.39,443.787,24.53,1285.0,184.98,3.0
2024-12-13T17:50:51,154.0,1189.0,31.39,576.754,24.53,1245.0,189.565,3.0
2024-12-13T17:50:52,154.0,1189.0,31.39,705.3966666666666,24.53,1245.0,189.565,3.0
2024-12-13T17:50:53,153.0,1185.0,31.39,664.3164285714286,24.53,1233.0,189.47,3.0
2024-12-13T17:50:54,153.0,1185.0,31.39,625.0028571428572,24.53,1233.0,190.16,3.0
2024-12-13T17:50:55,157.0,1196.0,31.39,563.1518181818182,24.53,1267.0,193.84,0.0
2024-12-13T17:50:56,157.0,1196.0,31.39,565.9457142857143,24.53,1267.0,196.15,3.0
2024-12-13T17:50:57,157.0,1196.0,31.37,685.7876923076923,24.53,1267.0,194.78,3.0
2024-12-13T17:50:58,154.0,1188.0,31.37,598.674,24.53,1242.0,191.91,3.0
2024-12-13T17:50:59,154.0,1188.0,31.39,552.255,24.52,1242.0,187.16,3.0
2024-12-13T17:51:00,154.0,1187.0,31.39,366.93444444444447,24.52,1239.0,186.6,3.0
2024-12-13T17:51:01,154.0,1187.0,31.35,582.2914285714286,24.53,1239.0,180.42,3.0
2024-12-13T17:51:02,157.0,1194.0,31.35,715.6038461538462,24.53,1261.0,176.49,0.0
2024-12-13T17:51:03,157.0,1194.0,31.37,538.4618181818182,24.52,1261.0,177.24,3.0
2024-12-13T17:51:04,155.0,1189.0,31.37,713.0714285714286,24.52,1245.0,177.24,3.0
2024-12-13T17:51:05,155.0,1189.0,31.41,481.9044444444445,24.52,1245.0,183.73,3.0
2024-12-13T17:51:06,157.0,1194.0,31.41,637.9499999999999,24.52,1261.0,179.24,3.0
2024-12-13T17:51:07,157.0,1194.0,31.38,682.6372727272727,24.5,1261.0,197.715,3.0
2024-12-13T17:51:08,153.0,1185.0,31.38,486.659,24.5,1233.0,197.715,3.0
2024-12-13T17:51:09,153.0,1185.0,31.38,446.0888888888889,24.5,1233.0,215.62,3.0
2024-12-13T17:51:10,153.0,1185.0,31.39,768.3433333333334,24.52,1233.0,225.48,0.0
2024-12-13T17:51:11,158.0,1196.0,31.39,524.21125,24.52,1267.0,233.16,3.0
2024-12-13T17:51:12,158.0,1196.0,31.39,669.8041666666667,24.53,1267.0,232.85,3.0
2024-12-13T17:51:13,155.0,1187.0,31.39,643.8019999999999,24.53,1239.0,239.9,3.0
2024-12-13T17:51:14,155.0,1187.0,31.39,558.5409999999999,24.52,1239.0,236.59,3.0
2024-12-13T17:51:15,156.0,1193.0,31.39,758.3144444444445,24.52,1258.0,244.39,3.0
2024-12-13T17:51:16,156.0,1193.0,31.43,495.2,24.55,1258.0,240.27,3.0
2024-12-13T17:51:17,156.0,1191.0,31.43,543.149,24.55,1251.0,243.96,3.0
2024-12-13T17:51:18,156.0,1191.0,31.43,630.2446153846154,24.52,1251.0,243.58,0.0
2024-12-13T17:51:19,156.0,1192.0,31.43,650.8677777777779,24.52,1255.0,243.58,3.0
2024-12-13T17:51:20,156.0,1192.0,31.43,615.6763636363637,24.55,1255.0,240.09,3.0
2024-12-13T17:51:21,156.0,1193.0,31.43,637.7944444444444,24.55,1258.0,240.09,3.0
2024-12-13T17:51:22,156.0,1193.0,31.37,607.7,24.53,1258.0,232.85,3.0
2024-12-13T17:51:23,154.0,1189.0,31.37,646.5025,24.53,1245.0,219.8,3.0
2024-12-13T17:51:24,154.0,1189.0,31.37,534.6444444444445,24.53,1245.0,220.8,3.0
2024-12-13T17:51:25,154.0,1189.0,31.41,648.9590000000001,24.55,1245.0,218.18,3.0
2024-12-13T17:51:26,154.0,1186.0,31.41,573.9741666666666,24.53,1236.0,217.56,3.0
2024-12-13T17:51:27,154.0,1186.0,31.39,692.3233333333333,24.53,1236.0,214.19,3.0
2024-12-13T17:51:28,160.0,1201.0,31.39,618.014,24.53,1282.0,209.76,3.0
2024-12-13T17:51:29,160.0,1201.0,31.43,688.9300000000001,24.53,1282.0,201.21,3.0
2024-12-13T17:51:30,162.0,1209.0,31.43,536.865,24.53,1307.0,193.09,3.0
2024-12-13T17:51:31,162.0,1209.0,31.39,732.85,24.53,1307.0,189.04,3.0
2024-12-13T17:51:32,160.0,1206.0,31.39,524.415,24.53,1297.0,183.23,3.0
2024-12-13T17:51:33,160.0,1206.0,31.41,553.5575,24.52,1297.0,182.92,0.0
2024-12-13T17:51:34,159.0,1206.0,31.41,533.6999999999999,24.52,1297.0,181.17,3.0
2024-12-13T17:51:35,159.0,1206.0,31.41,458.13,24.52,1297.0,181.17,3.0
2024-12-13T17:51:36,163.0,1216.0,31.39,653.150625,24.55,1328.0,187.35,3.0
2024-12-13T17:51:37,163.0,1216.0,31.41,657.985,24.55,1328.0,180.55,3.0
2024-12-13T17:51:38,159.0,1208.0,31.41,585.942,24.55,1304.0,178.05,4.0
2024-12-13T17:51:39,159.0,1208.0,31.39,743.5172727272728,24.53,1304.0,176.055,4.0
2024-12-13T17:51:40,157.0,1202.0,31.39,470.53222222222223,24.53,1285.0,176.055,4.0
2024-12-13T17:51:41,157.0,1202.0,31.39,678.3544444444445,24.53,1285.0,167.75,4.0
2024-12-13T17:51:42,157.0,1202.0,31.43,394.64285714285717,24.53,1285.0,165.57,4.0
2024-12-13T17:51:43,161.0,1212.0,31.43,564.3041666666667,24.53,1316.0,182.36,4.0
2024-12-13T17:51:44,161.0,1212.0,31.43,456.52125,24.53,1316.0,182.05,4.0
2024-12-13T17:51:45,155.0,1195.0,31.43,594.4566666666666,24.53,1264.0,188.22,4.0
2024-12-13T17:51:46,155.0,1195.0,31.39,804.55125,24.53,1264.0,186.66,4.0
2024-12-13T17:51:47,153.0,1187.0,31.39,565.4954545454545,24.53,1239.0,197.15,4.0
2024-12-13T17:51:48,153.0,1187.0,31.39,562.895,24.52,1239.0,209.82,4.0
2024-12-13T17:51:49,151.0,1180.0,31.39,676.117,24.52,1218.0,220.37,0.0
2024-12-13T17:51:50,151.0,1180.0,31.39,566.359,24.53,1218.0,218.81,4.0
2024-12-13T17:51:51,155.0,1189.0,31.39,669.51,24.53,1245.0,218.81,4.0
2024-12-13T17:51:52,155.0,1189.0,31.41,426.95909090909095,24.52,1245.0,209.635,3.0
2024-12-13T17:51:53,159.0,1201.0,31.41,541.9866666666667,24.52,1282.0,209.635,3.0
2024-12-13T17:51:54,159.0,1201.0,31.41,594.9922222222223,24.52,1282.0,204.51,3.0
2024-12-13T17:51:55,160.0,1205.0,31.41,607.4727272727273,24.53,1294.0,196.59,3.0
2024-12-13T17:51:56,160.0,1205.0,31.41,537.78,24.53,1294.0,180.42,3.0
2024-12-13T17:51:57,160.0,1205.0,31.43,641.5221428571429,24.52,1294.0,161.33,0.0
2024-12-13T17:51:58,159.0,1204.0,31.43,694.088,24.52,1291.0,142.92,3.0
2024-12-13T17:51:59,159.0,1204.0,31.45,720.84375,24.53,1291.0,110.03,3.0
2024-12-13T17:52:00,157.0,1200.0,31.45,629.17625,24.53,1279.0,77.51,3.0
2024-12-13T17:52:01,157.0,1200.0,31.45,562.6776923076924,24.52,1279.0,53.67,3.0
2024-12-13T17:52:02,153.0,1189.0,31.45,620.8711111111111,24.52,1245.0,30.83,3.0
2024-12-13T17:52:03,153.0,1189.0,31.39,492.785,24.53,1245.0,30.83,3.0
2024-12-13T17:52:04,153.0,1185.0,31.39,627.6507142857143,24.53,1233.0,19.565,0.0
2024-12-13T17:52:05,153.0,1185.0,31.39,598.8714285714286,24.52,1233.0,19.565,3.0
2024-12-13T17:52:06,150.0,1176.0,31.39,673.298,24.52,1205.0,40.07,3.0
2024-12-13T17:52:07,150.0,1176.0,31.41,567.83,24.55,1205.0,41.47,3.0
2024-12-13T17:52:08,154.0,1184.0,31.41,700.4184615384615,24.55,1230.0,43.94,3.0
2024-12-13T17:52:09,154.0,1184.0,31.41,612.2755555555555,24.53,1230.0,43.94,3.0
2024-12-13T17:52:10,154.0,1184.0,31.41,547.0775,24.53,1230.0,58.23,3.0
2024-12-13T17:52:11,157.0,1192.0,31.41,392.05125000000004,24.53,1255.0,49.93,0.0
2024-12-13T17:52:12,157.0,1192.0,31.41,660.0675,24.53,1255.0,43.44,3.0
2024-12-13T17:52:13,154.0,1187.0,31.41,553.22375,24.53,1239.0,41.63,3.0
2024-12-13T17:52:14,154.0,1187.0,31.37,729.9083333333333,24.55,1239.0,35.2,3.0
2024-12-13T17:52:15,158.0,1198.0,31.37,604.9,24.55,1273.0,44.5,3.0
2024-12-13T17:52:16,158.0,1198.0,31.39,643.882,24.53,1273.0,47.18,0.0
2024-12-13T17:52:17,160.0,1203.0,31.39,543.955,24.53,1288.0,46.24,3.0
2024-12-13T17:52:18,160.0,1203.0,31.37,629.2888888888888,24.53,1288.0,48.37,3.0
2024-12-13T17:52:19,157.0,1197.0,31.37,587.651111111111,24.53,1270.0,47.06,3.0
2024-12-13T17:52:20,157.0,1197.0,31.41,602.0458333333333,24.53,1270.0,51.11,3.0
2024-12-13T17:52:21,158.0,1199.0,31.41,676.3844444444444,24.53,1276.0,72.52,3.0
2024-12-13T17:52:22,158.0,1199.0,31.39,682.4019999999999,24.55,1276.0,101.6,3.0
2024-12-13T17:52:23,158.0,1202.0,31.39,533.078,24.55,1285.0,107.16,0.0
2024-12-13T17:52:24,158.0,1202.0,31.39,713.1857142857143,24.55,1285.0,107.16,3.0
2024-12-13T17:52:25,159.0,1204.0,31.41,564.3708333333333,24.53,1291.0,95.30000000000001,3.0
2024-12-13T17:52:26,159.0,1204.0,31.41,574.1766666666666,24.53,1291.0,95.30000000000001,3.0
2024-12-13T17:52:27,159.0,1204.0,31.39,600.9044444444445,24.53,1291.0,72.39,3.0
2024-12-13T17:52:28,156.0,1196.0,31.39,558.26,24.53,1267.0,55.86,3.0
2024-12-13T17:52:29,156.0,1196.0,31.39,511.238,24.53,1267.0,38.44,3.0
2024-12-13T17:52:30,154.0,1190.0,31.39,640.8608333333333,24.53,1248.0,21.22,3.0
2024-12-13T17:52:31,154.0,1190.0,31.41,565.5791666666667,24.55,1248.0,13.04,3.0
2024-12-13T17:52:32,154.0,1188.0,31.41,530.337,24.55,1242.0,14.73,3.0
2024-12-13T17:52:33,154.0,1188.0,31.35,705.934,24.53,1242.0,32.51,3.0
2024-12-13T17:52:34,155.0,1191.0,31.35,599.883,24.53,1251.0,38.63,3.0
2024-12-13T17:52:35,155.0,1191.0,31.37,604.69875,24.53,1251.0,38.19,3.0
2024-12-13T17:52:36,153.0,1186.0,31.37,635.1066666666667,24.53,1236.0,46.43,3.0
2024-12-13T17:52:37,153.0,1186.0,31.39,480.7309090909091,24.53,1236.0,58.54,3.0
2024-12-13T17:52:38,156.0,1192.0,31.39,650.249,24.53,1255.0,58.54,3.0
2024-12-13T17:52:39,156.0,1192.0,31.39,683.8725,24.53,1255.0,62.47,3.0
2024-12-13T17:52:40,154.0,1188.0,31.41,632.0881818181819,24.53,1242.0,57.04,0.0
2024-12-13T17:52:41,154.0,1188.0,31.41,577.6244444444444,24.53,1242.0,57.04,3.0
2024-12-13T17:52:42,154.0,1188.0,31.39,702.5322222222222,24.53,1242.0,61.78,3.0
2024-12-13T17:52:43,151.0,1179.0,31.39,460.14444444444445,24.53,1215.0,65.28,3.0
2024-12-13T17:52:44,151.0,1179.0,31.39,646.3018181818181,24.53,1215.0,81.63,3.0
2024-12-13T17:52:45,154.0,1185.0,31.39,418.0799999999999,24.53,1233.0,99.23,3.0
2024-12-13T17:52:46,154.0,1185.0,31.39,563.9842857142856,24.53,1233.0,120.2,3.0
2024-12-13T17:52:47,155.0,1188.0,31.39,718.0216666666666,24.53,1242.0,133.24,3.0
2024-12-13T17:52:48,155.0,1188.0,31.37,636.147,24.53,1242.0,143.29,3.0
2024-12-13T17:52:49,152.0,1181.0,31.37,545.2675,24.53,1221.0,151.4,3.0
2024-12-13T17:52:50,152.0,1181.0,31.39,703.2760000000001,24.53,1221.0,163.01,3.0
2024-12-13T17:52:51,152.0,1180.0,31.39,509.22999999999996,24.53,1218.0,177.18,3.0
2024-12-13T17:52:52,152.0,1180.0,31.37,501.1718181818182,24.52,1218.0,181.48,3.0
2024-12-13T17:52:53,151.0,1178.0,31.37,617.8277777777778,24.52,1212.0,189.72,3.0
2024-12-13T17:52:54,151.0,1178.0,31.37,514.3685714285714,24.52,1212.0,189.72,3.0
2024-12-13T17:52:55,151.0,1178.0,31.37,604.2723076923077,24.52,1212.0,196.65,2.0
2024-12-13T17:52:56,157.0,1191.0,31.37,639.4066666666666,24.52,1251.0,203.7,2.0
2024-12-13T17:52:57,157.0,1191.0,31.41,730.433,24.52,1251.0,203.2,2.0
2024-12-13T17:52:58,156.0,1193.0,31.41,549.8399999999999,24.52,1258.0,212.94,2.0
2024-12-13T17:52:59,156.0,1193.0,31.37,597.9477777777778,24.53,1258.0,211.82,2.0
2024-12-13T17:53:00,160.0,1205.0,31.37,749.8966666666666,24.53,1294.0,207.95,1.0
2024-12-13T17:53:01,160.0,1205.0,31.37,473.61857142857144,24.52,1294.0,207.95,1.0
2024-12-13T17:53:02,158.0,1202.0,31.37,750.3925,24.52,1285.0,201.20499999999998,1.0
2024-12-13T17:53:03,158.0,1202.0,31.37,506.74090909090904,24.53,1285.0,196.21,1.0
2024-12-13T17:53:04,158.0,1204.0,31.37,564.024,24.53,1291.0,187.85,1.0
2024-12-13T17:53:05,158.0,1204.0,31.37,739.137,24.53,1291.0,189.66,1.0
2024-12-13T17:53:06,158.0,1204.0,31.37,479.75499999999994,24.53,1291.0,184.42,1.0
2024-12-13T17:53:07,159.0,1207.0,31.37,641.2921428571428,24.53,1301.0,181.98,1.0
2024-12-13T17:53:08,161.0,1211.0,31.37,675.3122222222222,24.53,1313.0,178.3,1.0
2024-12-13T17:53:09,161.0,1211.0,31.37,525.5681818181819,24.52,1313.0,183.48,1.0
2024-12-13T17:53:10,161.0,1211.0,31.37,706.0500000000001,24.52,1313.0,183.48,1.0
2024-12-13T17:53:11,159.0,1207.0,31.37,493.025,24.52,1301.0,195.78,1.0
2024-12-13T17:53:12,159.0,1207.0,31.39,599.76,24.55,1301.0,203.14,1.0
2024-12-13T17:53:13,162.0,1218.0,31.39,519.4775,24.55,1334.0,209.94,1.0
